NUMBER,ICAO,NAME,COUNTRY,LAT,LON,ELEV
32450,,NEWCASTLE WX CENTRE,UK,5458N,00137W,50
32460,,NEWCASTLE WEA CNTR,UK,5459N,00136W,47
32490,,SUNDERLAND POLYTECH,UK,5454N,00123W,56
32570,EGXE,LEEMING RAF,UK,5418N,00132W,40
32610,EGXD,DISHFORTH RAF,UK,5408N,00125W,35
32620,,TYNEMOUTH,UK,5501N,00125W,30
32635,EGNV,TEES-SIDE,UK,5431N,00125W,37
32643,EGXZ,TOPCLIFFE RAF     &,UK,5412N,00123W,28
32660,EGXU,LINTON-ON-OUSE RAF,UK,5403N,00115W,16
32710,,TEESMOUTH (AUX)   &,UK,5438N,00108W,12
32810,,FYLINGDALES,UK,5422N,00040W,262
32820,,WHITBY,UK,5429N,00036W,60
32920,,BRIDLINGTON MRSC,UK,5406N,00010W,15
33020,EGOV,VALLEY RAF,UK,5315N,00432W,11
33030,,AMLWCH,UK,5323N,00422W,114
33050,,CAPEL CURIG (AUT),UK,5306N,00356W,216
33080,,SNOWDON SUMMIT,UK,5304N,00405W,1070
33120,,RHYL,UK,5320N,00330W,15
33130,,RHYL (AUT),UK,5315N,00330W,77
33140,,MOEL-Y-CRIO,UK,5313N,00313W,263
33160,,CROSBY,UK,5330N,00304W,8
33180,EGNH,BLACKPOOL AIRPORT,UK,5346N,00302W,10
33210,EGNR,HAWARDEN (AUT),UK,5310N,00259W,10
33220,,AUGHTON,UK,5333N,00255W,56
33233,EGGP,LIVERPOOL AIRPORT &,UK,5320N,00251W,26
33290,,WINTER HILL,UK,5337N,00231W,440
33340,EGCC,MANCHESTER INTL,UK,5321N,00216W,78
33380,,CELLARHEAD,UK,5302N,00205W,228
33390,,SKIPTON,UK,5358N,00202W,158
33400,,HOLME MOSS (AUT),UK,5332N,00153W,522
33420,,HOLME MOSS,UK,5332N,00152W,524
33440,,BINGLEY,UK,5349N,00152W,262
33450,,EMLEY MOOR,UK,5337N,00140W,259
33463,EGNM,LEEDS AND BRADFORD,UK,5352N,00139W,208
33470,,LEEDS WEATHER CTR,UK,5348N,00133W,47
33540,,NOTTINGHAM WX CTR,UK,5300N,00115W,117
33550,EGXG,CHURCH FENTON RAF,UK,5350N,00112W,9
33600,EGXI,FINNINGLEY RAF,UK,5329N,00100W,17
33723,EGYE,BARKSTON HEATH RAF&,UK,5258N,00034W,112
33730,EGXP,SCAMPTON RAF,UK,5318N,00033W,61
33735,EGNJ,HUMBERSIDE,UK,5335N,00021W,31
33770,EGXW,WADDINGTON RAF,UK,5310N,00031W,70
33790,EGYD,CRANWELL RAF,UK,5302N,00030W,67
33840,EGXV,LECONFIELD (AUT),UK,5352N,00026W,6
33850,,DONNANOOK,UK,5329N,00005E,24
33860,,NORTH COATES (AUT),UK,5330N,00004E,3
33870,,EASINGTON,UK,5340N,00007E,10
33880,EGXB,BINBROOK RAF,UK,5327N,00012W,108
33910,EGXC,CONINGSBY RAF,UK,5305N,00010W,7
33920,EGYW,WAINFLEET (AUT),UK,5305N,00016E,5
33973,EGCG,STRUBBY HELIPORT  &,UK,5319N,00011E,14
34010,,PORTHDYNLLAEN,UK,5257N,00434W,37
34020,,MYNYDD RHIW,UK,5249N,00438W,253
34030,,NANTMOR,UK,5300N,00405W,53
34040,,ABERDOVEY,UK,5233N,00404W,22
34050,,ABERDARON (AUT),UK,5247N,00444W,95
34053,EGOD,LLANBEDR,UK,5249N,00408W,9
34060,,TRAWSFYNYDD,UK,5256N,00356W,193
34080,,CYNWYD,UK,5257N,00325W,228
34100,,LAKE VYRNWY (AUT),UK,5245N,00328W,360
34110,,ABERHOSAN,UK,5220N,00342W,244
34140,EGOS,SHAWBURY RAF,UK,5248N,00240W,76
34145,EGWC,COSFORD RAF,UK,5238N,00218W,83
34150,,SHAWBURY (SAWS),UK,5248N,00241W,74
34183,EGOE,TERNHILL RAF      &,UK,5252N,00232W,83
34185,EGNX,EAST MIDLANDS,UK,5250N,00120W,94
34530,EGXJ,COTTESMORE RAF,UK,5244N,00039W,138
34610,,WITTERING (AUT),UK,5237N,00029W,75
34620,EGXT,WITTERING RAF,UK,5237N,00028W,84
34690,EGYH,HOLBEACH (AUT)    &,UK,5252N,00009E,3
34820,EGYM,MARHAM RAF,UK,5239N,00034E,23
34873,EGUP,SCULTHORPE (AF MET),UK,5251N,00046E,65
34880,,WEYBOURNE (AUT),UK,5257N,00108E,21
34903,EGYR,WATTON RAF RADAR  &,UK,5234N,00051E,59
34920,EGSH,NORWICH WEA CNTRE &,UK,5238N,00119E,18
34950,EGYC,COLTISHALL RAF,UK,5246N,00121E,20
34960,,HEMSBY,UK,5241N,00141E,14
35010,,CAPEL DEWI,UK,5525N,00400W,92
35020,EGUC,ABERPORTH,UK,5208N,00434W,134
35030,,TRAWSCOED (AUT),UK,5221N,00357W,63
35050,,SAINT HARMON,UK,5220N,00329W,279
35070,,SENNYBRIDGE (AUT),UK,5204N,00337W,309
35110,,NEWCASTLE ON CLUN,UK,5226N,00307W,215
35200,,SHOBDON,UK,5215N,00253W,99
35210,,MADLEY,UK,5202N,00251W,77
35270,,GREAT MALVERN,UK,5207N,00218W,46
35290,,PERSHORE (AUT),UK,5209N,00202W,32
35340,EGBB,BIRMINGHAM AIRPORT,UK,5227N,00144W,99
35413,EGBE,COVENTRY AIRPORT  &,UK,5222N,00129W,82
35440,,CHURCH LAWFORD(AUT),UK,5222N,00120W,107
35573,EGTC,CRANFIELD,UK,5204N,00037W,111
35600,,BEDFORD (SAWS),UK,5213N,00030W,85
35620,EGWZ,ALCONBURY RAF,UK,5222N,00013W,49
35623,,BECAME STN 035620,UK,5222N,00013W,49
35660,EGUY,WYTON RAF,UK,5221N,00007W,41
35713,EGUO,OAKINGTON         &,UK,5216N,00004E,13
35715,EGSC,CAMBRIDGE,UK,5212N,00011E,15
35770,EGUN,MILDENHALL RAF,UK,5222N,00029E,10
35773,,BECAME STN 035770,UK,5222N,00029E,10
35830,EGUL,LAKENHEATH RAF,UK,5225N,00034E,10
35833,,BECAME STN 035830,UK,5225N,00034E,10
35860,EGXH,HONINGTON RAF,UK,5220N,00046E,54
35900,EGUW,WATTISHAM RAF,UK,5207N,00058E,87
35905,EGXN,NEWTON,UK,5258N,00059W,55
35930,,BECCLES (AUX),UK,5226N,00137E,22
35953,EGVG,WOODBRIDGE RAF    &,UK,5205N,00124E,29
35963,EGVJ,BENTWATERS RAF    &,UK,5208N,00126E,26
35995,EGWE,HENLOW,UK,5201N,00017W,95
36040,,MILFORD-HAVEN,UK,5142N,00503W,37
36050,EGOP,PEMBRY SANDS,UK,5143N,00422W,6
36080,,PENDINE (AUT),UK,5145N,00431W,5
36090,,MUMBLES,UK,5134N,00359W,35
36095,EGFH,SWANSEA,UK,5136N,00404W,90
36100,,PENCELLI (AUX),UK,5155N,00319W,160
36130,,CWMBARGOED,UK,5145N,00320W,372
36140,,CILFYNYDD,UK,5138N,00318W,194
36170,,STOREY ARMS,UK,5152N,00329W,457
36283,EGTG,FILTON (PRIVATE)  &,UK,5131N,00235W,69
36333,EGBJ,STAVERTON (PRIVATE),UK,5154N,00210W,29
36383,EGDK,KEMBLE RAF        &,UK,5140N,00203W,133
36440,EGVA,FAIRFORD RAF,UK,5141N,00147W,87
36470,,LITTLE RISSINGTON,UK,5152N,00141W,215
36490,EGVN,BRIZE NORTON RAF,UK,5145N,00135W,88
36533,EGUD,ABINGDON RAF      &,UK,5141N,00119W,80
36553,EGUA,UPPER HEYFORD RAF &,UK,5156N,00115W,134
36570,,BENSON (AUT),UK,5137N,00106W,57
36580,EGUB,BENSON RAF,UK,5137N,00105W,63
36584,EGUH,HIGH WYCOMBE RAF,UK,5138N,00046W,75
36720,EGWU,NORTHOLT RAF,UK,5133N,00025W,40
36733,EGGW,LUTON AIRPORT     &,UK,5152N,00022W,160
36740,,CHENIES(AUTO),UK,5141N,00032W,138
36830,EGSS,STANSTED AIRPORT,UK,5153N,00014E,106
36835,EGTH,HATFEILD (PRIVATE),UK,5146N,00015W,77
36883,EGVT,WETHERSFIELD RAF  &,UK,5158N,00030E,98
36913,EGMC,SOUTHEND-ON-SEA   &,UK,5134N,00042E,15
36930,,SHOEBURYNESS,UK,5133N,00051E,3
36940,,SHOEBURYNESS (AUT),UK,5133N,00050E,2
36950,,THAMES TOWER (AUT),UK,5140N,00106E,8
36960,,WALTON-ON-NAZE,UK,5151N,00117E,6
37010,,GAWLISH,UK,5101N,00430W,126
37070,EGDC,CHIVENOR RAF,UK,5105N,00409W,8
37100,,LISCOMBE,UK,5105N,00336W,347
37120,,TIVINGTON,UK,5112N,00332W,83
37150,EGFF,CARDIFF-WALES ARPT,UK,5124N,00321W,67
37155,EGDX,ST ATHAN RAF,UK,5124N,00326W,50
37170,,CARDIFF WEA CENTER,UK,5129N,00311W,9
37243,EGGD,BRISTOL/LULSGATE  &,UK,5123N,00243W,189
37260,,BRISTOL WEA CENTER,UK,5128N,00236W,11
37400,EGDL,LYNEHAM RAF,UK,5130N,00159W,156
37430,,LARKHILL,UK,5112N,00148W,133
37435,EGVI,GREENHAM COMMON RAF,UK,5123N,00117W,122
37450,EGDN,NETHERAVON (ARMY),UK,5115N,00146W,139
37460,EGDM,BOSCOMBE DOWN,UK,5110N,00145W,124
37490,EGVP,MIDDLE WALLOP,UK,5109N,00134W,91
37590,,TEST SAMOS 03761,UK,5115N,00057W,123
37610,EGVO,ODIHAM RAF,UK,5114N,00057W,123
37630,EGRR,BRACKNELL/BEAUFORT,UK,5123N,00047W,74
37640,,BRACKNELL (AUT)   &,UK,5123N,00048W,75
37660,EGUF,FARNBOROUGH (MIL),UK,5117N,00046W,72
37663,EGKB,BIGGIN HILL       &,UK,5119N,00002E,183
37680,,FARNBOROUGH (SAWS),UK,5117N,00047W,65
37683,EGLC,LONDON CITY AIRPORT,UK,5130N,00030W,5
37720,EGLL,LONDON/HEATHROW,UK,5129N,00027W,24
37740,,CRAWLEY,UK,5105N,00013W,144
37760,EGKK,LONDON/GATWICK ARPT,UK,5109N,00011W,62
37790,EGRB,LONDON WEA CENTER,UK,5130N,00007W,39
37810,,KENLEY (AUT),UK,5118N,00005W,170
37815,EGTI,LEAVESDEN,UK,5141N,00025W,102
37850,,CHARING,UK,5112N,00047E,91
37860,,GRAVESEND,UK,5126N,00023E,5
37873,EGKM,WEST MALLING      &,UK,5117N,00025E,104
37890,,JUBILEE CORNER,UK,5111N,00038E,47
37900,,EAST MALLING (AUT),UK,5117N,00027E,32
37910,,SHEERNESS,UK,5127N,00045E,25
37930,,ANVIL GREEN,UK,5112N,00101E,139
37960,,LANGDON BAY,UK,5108N,00121E,117
37970,EGUM,MANSTON RAF,UK,5121N,00121E,55
38000,,SCILLY/ST. MARY'S,UK,4955N,00617W,45
38030,EGHE,"SCILLY,SAINT MARY'S",UK,4955N,00618W,31
38060,,GWENNAP HEAD,UK,5002N,00540W,66
38080,,CAMBORNE,UK,5022N,00532W,88
38090,EGDR,CULDROSE (NAVY),UK,5005N,00515W,82
38100,,PENDENNIS POINT,UK,5009N,00504W,35
38140,,LIZARD,UK,4957N,00511W,57
38150,,LIZARD LIGHTHOUSE,UK,4958N,00512W,60
38170,EGDG,SAINT MAWGAN RAF,UK,5026N,00500W,119
38200,,DAVIDSTOW MOOR,UK,5038N,00436W,291
38230,,CARDINHAM (AUT),UK,5030N,00440W,200
38240,,BASTREET,UK,5034N,00429W,233
38270,EGDB,PLYMOUTH/MOUNTBATTE,UK,5021N,00407W,27
38273,EGHD,PLYMOUTH/ROBOROUGH,UK,5025N,00407W,25
38300,,BURRINGTON,UK,5056N,00359W,199
38310,,NORTH HESSARY TOR,UK,5033N,00400W,510
38370,,BRIXHAM,UK,5024N,00329W,3
38390,EGTE,EXETER AIRPORT,UK,5044N,00325W,30
38400,,DUNKESWELL AIRPORT,UK,5052N,00314W,255
38410,,TEMP FOR 03840,UK,5052N,00315W,255
38530,EGDY,YEOVILTON (NAVY),UK,5100N,00238W,23
38550,,PORTLAND BILL C.G.,UK,5031N,00226W,53
38560,,PORTLAND BILL (LH),UK,5031N,00227W,11
38570,,ISLE OF PORTLAND,UK,5031N,00228W,53
38580,EGDP,PORTLAND HELIPORT,UK,5034N,00227W,3
38620,EGHH,BOURNEMOUTH AIRPORT,UK,5047N,00150W,11
38650,EGHI,SOUTHAMPTON WX CNTR,UK,5054N,00124W,9
38660,,ST. CATHERINE'S PT.,UK,5035N,00118W,16
38670,EGUS,LEE-ON-SOLENT(NAVY),UK,5049N,00113W,10
38683,EGHN,SANDOWN/WIGHT ISLE&,UK,5039N,00109W,18
38720,,THORNEY ISLAND(AUT),UK,5049N,00055W,4
38730,,TOTLAND,UK,5041N,00132W,20
38740,,SOLENT M.R.S.C.,UK,5048N,00113W,9
38750,,WELLOW (AUX),UK,5041N,00127W,25
38760,EGKA,SHOREHAM-BY-SEA,UK,5050N,00017W,2
38770,,EAST HOATHLY,UK,5055N,00009E,38
38800,,NEWHAVEN (LGT-H),UK,5047N,00003E,5
38810,,BREDE RIVER,UK,5056N,00036E,82
38820,,HERSTOMONCEUX WEST,UK,5054N,00019E,54
38830,,EASTBOURNE,UK,5047N,00018E,3
38873,EGMD,LYDD AIRPORT      &,UK,5057N,00056E,3
38915,EGJA,ALDERNEY/CHANNEL IS,UK,4943N,00212W,71
38940,EGJB,GUERNSEY AIRPORT,UK,4926N,00236W,102
38950,EGJJ,JERSEY AIRPORT,UK,4913N,00212W,84
38960,,SAINT HELIER,UK,4912N,00206W,54
39000,,KNOCKAREVAN,UK,5425N,00805W,50
39020,,CORGARY,UK,5426N,00803W,145
39030,,SAINT ANGELO (AUT),UK,5424N,00739W,47
39050,,CARRIGANS,UK,5440N,00719W,113
39060,,CARMONEY,UK,5501N,00714W,73
39083,EGQB,BALLYKELLY        &,UK,5504N,00701W,2
39084,EGAE,EGLINTON/LONDONDERR,UK,5503N,00709W,9
39110,,LOUGH SEA,UK,5443N,00649W,225
39120,,MOYOLA(AUX),UK,5443N,00631W,17
39140,,PORTRUSH,UK,5512N,00640W,18
39150,,PORTGLENONE,UK,5452N,00627W,64
39155,EGXF,COWDEN,UK,5351N,00606W,15
39160,,BALLYPATRICK FOREST,UK,5511N,00610W,156
39170,EGAA,BELFAST/ALDERGROVE,UK,5439N,00613W,81
39200,,HILLSBOROUGH,UK,5448N,00610W,38
39230,,GLENANNE (AUT),UK,5414N,00630W,161
39240,EGAC,BELFAST HARBOUR,UK,5436N,00553W,5
39250,,ORLOCK HEAD,UK,5440N,00535W,34
39260,,KILLOUGH,UK,5414N,00537W,18
39270,,BANGOR HARBOR,UK,5440N,00540W,11
39280,,LARNE/LATHARNA,UK,5451N,00548W,3
39520,,ROCHES POINT,IE,5148N,00815W,41
39530,,VALENTIA OBSERVATOR,IE,5156N,01015W,14
39550,EICK,CORK ARPT/CORCAIGH,IE,5151N,00829W,162
39570,,ROSSLARE/ROS LAIR,IE,5215N,00620W,25
39600,,KILKENNY,IE,5240N,00716W,64
39620,EINN,SHANNON AIRPORT,IE,5242N,00855W,20
39640,,GALWAY/GAILLIMH,IE,5317N,00901W,21
39650,,BIRR/BIORRA,IE,5305N,00753W,72
39670,EIME,CASEMENT (MIL),IE,5318N,00626W,93
39690,EIDW,DUBLIN AIRPORT,IE,5326N,00615W,85
39700,,CLAREMORRIS,IE,5343N,00859W,69
39710,,MULLINGAR,IE,5332N,00722W,104
39740,,CLONES/CLUAN EOIS,IE,5411N,00714W,89
39760,,BELMULLET PENINSULA,IE,5414N,01000W,10
39800,,MALIN HEAD,IE,5522N,00720W,25
40040,,GUFUSKALAR,IL,6454N,02356W,9
40050,,BOLUNGAVIK,IL,6610N,02315W,22
40070,,HOLAR I DYRAFIRDI,IL,6552N,02336W,30
40130,BIST,STYKKISHOLMUR,IL,6505N,02244W,8
40140,,REYKJANESVITI (LH),IL,6349N,02243W,26
40180,BIKF,KEFLAVIK (CIV/MIL),IL,6358N,02236W,54
40184,KQNT,KEFLAVIK (NWSED),IL,6359N,02236W,52
40230,,HORNBJARGSVITI (LH),IL,6625N,02223W,27
40300,BIRK,REYKJAVIK (NOTAM),IL,6408N,02154W,61
40340,,HAMRAENDAR,IL,6440N,02136W,46
40380,,EYRARBAKKI,IL,6352N,02109W,5
40410,,TANNSTADABAKKI,IL,6517N,02106W,8
40450,,BLONDUOS,IL,6540N,02018W,22
40480,BIVM,VESTMANNAEYJAR (LH),IL,6324N,02017W,124
40530,,BERGSTADIR,IL,6542N,01937W,46
40560,,HVERAVELLIR,IL,6452N,01934W,642
40580,,VATNSSKARDSHOLAR LH,IL,6325N,01911W,20
40620,,NORDURHJALEIGA,IL,6330N,01823W,18
40630,BIAR,AKUREYRI,IL,6541N,01805W,27
40640,,KIRKJUBAEJARKLAUSTU,IL,6347N,01804W,38
40650,BIGR,GRIMSEY ISLAND,IL,6632N,01801W,16
40690,,STADARHOLL,IL,6549N,01712W,42
40730,,GRIMSSTADIR,IL,6538N,01607W,386
40770,BIRG,RAUFARHOFN,IL,6627N,01557W,10
40810,,SAUDANES,IL,6615N,01516W,17
40820,BIHN,HJARDARNES/HORNAFJO,IL,6415N,01511W,10
40850,BIVO,SKJALDTHINGSSTADIR,IL,6545N,01450W,48
40870,,STRANDHOFN,IL,6554N,01439W,20
40890,BIEG,EGILSSTADIR,IL,6517N,01422W,38
40910,,REYDARFJORDUR,IL,6502N,01414W,25
40970,,DALATANGI (LGT-H),IL,6516N,01335W,11
41100,,NAVY OPERATED(AMOS),GL,7217N,03848W,3195
41150,,NAVY OPERATED(AMOS),GL,7235N,03846W,3213
41650,,DYE 2 (SEA BASS),GL,6629N,04617W,2330
41750,,DYE 3 (SOB STORY),GL,6511N,04350W,2647
42003,BGDU,DUNDAS            &,GL,7630N,06900W,20
42020,BGTL,THULE AB,GL,7632N,06830W,59
42030,,CAREY ISLAND (AUT),GL,7638N,07300W,11
42070,,HALL LAND (AUT),GL,8144N,05900W,105
42080,,EDDERFUGLE OER(AUT),GL,7402N,05749W,40
42090,BGUP,UPERNAVIK AWS (AUT),GL,7247N,05610W,63
42140,,NUGSSUAQ PENINSULA,GL,7041N,05437W,27
42173,BGCH,CHRISTIANHAB(PORT)&,GL,6845N,05130W,76
42183,BGGN,GODHAVN (PORT)    &,GL,6920N,05335W,24
42200,BGEM,EGEDESMINDE/AUSIAT,GL,6842N,05245W,47
42210,BGJN,JAKOBSHAVN (PORT) &,GL,6915N,05104W,25
42280,,AGTO KITSIGSSUT AUT,GL,6747N,05358W,12
42300,BGHB,HOLSTEINSBORG,GL,6655N,05340W,9
42310,BGSF,SONDRE STROMFJORD,GL,6700N,05048W,53
42350,,DYE 1 (RED RIVER),GL,6638N,05252W,1453
42403,BGST,SUKKERTOPPEN      &,GL,6525N,05300W,24
42420,,SIORALIK (AUT),GL,6501N,05233W,14
42500,BGGH,GODTHAB (PORT),GL,6410N,05145W,70
42530,,FREDERIKSHAB ISBLIN,GL,6234N,05025W,22
42540,,GODTHAB AIRPORT/NUK,GL,6412N,05141W,86
42600,BGFH,FREDERIKSHAB (PORT),GL,6200N,04943W,16
42610,BGGD,GRONNEDAL,GL,6113N,04807W,29
42630,,ARSUK,GL,6111N,04827W,137
42660,,NUNARSSUIT (AUT),GL,6046N,04825W,33
42700,BGBW,NARSSARSSUAQ,GL,6111N,04525W,26
42720,BGJH,JULIANEHAB (PORT),GL,6043N,04603W,34
42740,,QAGSSIMIUT,GL,6048N,04706W,13
42803,BGNS,NARSSAQ           &,GL,6100N,04600W,30
42833,BGNN,NANORTALIK        &,GL,6032N,04545W,20
42850,BGAS,ANGISSOQ (AUT),GL,5959N,04512W,16
42863,BGFD,FREDERIKSDAL      &,GL,6015N,04530W,23
43010,,CAPE MORRIS JESUP,GL,8338N,03322W,4
43050,,CAPE HARALD MOLTKE,GL,8209N,02955W,4
43100,,NORD,GL,8136N,01640W,36
43120,,NORD ADS (AUT),GL,8136N,01641W,34
43130,,KROYERS HOLME (AUT),GL,8038N,01343W,10
43200,BGDH,DANMARKSHAVN (PORT),GL,7646N,01840W,12
43300,BGDB,DANEBORG (AUT),GL,7418N,02013W,44
43383,BGMV,MESTERS VIG       &,GL,7215N,02420W,10
43390,BGSC,SCORESBYSUND,GL,7029N,02158W,66
43400,BGKT,CAPE TOBIN (AUT),GL,7025N,02158W,41
43410,BGCO,CONSTABLE POINT,GL,7045N,02240W,10
43510,BGAT,APUTITEQ ADS (AUT),GL,6747N,03217W,23
43600,BGAM,ANGMAGSSALIK,GL,6536N,03738W,52
43610,BGKK,KULUSUK AIRPORT   &,GL,6534N,03707W,34
43730,,IKERMIT (AUT),GL,6417N,04018W,85
43803,BGTM,TINGMIARMIUT      &,GL,6225N,04215W,10
43820,,IKERMIUARSSUK ADS,GL,6156N,04204W,39
43900,BGPC,PRINS CHRISTIAN   &,GL,6002N,04307W,19
60090,,AKRABERG,FA,6124N,00640W,95
60100,EKVG,SORVAAG/VAGAR,FA,6204N,00716W,85
60110,,THORSHAVN (PORT),FA,6201N,00646W,39
60240,EKTS,THISTED ARPT (AUT)&,DN,5704N,00842E,7
60300,EKYT,ALBORG,DN,5706N,00952E,3
60340,EKSN,SINDAL AIRPORT,DN,5730N,01014E,28
60410,,SKAGEN,DN,5746N,01039E,7
60430,,FREDERIKSHAVN (AUT),DN,5726N,01031E,84
60440,,LAESO RENDE STRAIT,DN,5713N,01040E,5
60480,EKHS,HADSUND,DN,5643N,01007E,2
60520,,THYBORON,DN,5642N,00813E,3
60530,,AGGERSUND,DN,5657N,00915E,6
60540,EKHO,LINDTORP AIRPORT,DN,5624N,00827E,15
60580,,HVIDE SANDE,DN,5600N,00808E,3
60600,EKKA,KARUP (DAN-AFB),DN,5617N,00908E,52
60620,EKSV,SKIVE AIRPORT,DN,5633N,00910E,21
60660,EKVJ,STAUNING AIRPORT,DN,5559N,00821E,5
60690,,FOULUM (AUT),DN,5632N,00937E,60
60700,EKAH,TIRSTRUP (CIV/MIL),DN,5618N,01037E,25
60710,,FORNAES (CAPE),DN,5627N,01058E,8
60743,EKKM,ARHUS/KIRSTINESMIN&,DN,5609N,01013E,57
60780,EKAT,ANHOLT ISLAND (AUT),DN,5642N,01133E,8
60790,,ANHOLT,DN,5643N,01131E,3
60800,EKEB,ESBJERG,DN,5531N,00833E,29
60810,,BLAVAND CAPE (AUT),DN,5534N,00805E,22
60890,,SAEDENSTRAND,DN,5530N,00824E,11
60960,,ROMO ISLAND (AUT),DN,5511N,00834E,3
60990,,ROMO HAVNEBY,DN,5505N,00834E,5
61000,EKVA,VANDEL (DAN-AFB),DN,5543N,00913E,74
61040,EKBI,BILLUND AIRPORT,DN,5544N,00909E,66
61080,EKVD,VAMDRUP (AUT/MAN),DN,5526N,00920E,45
61100,EKSP,SKRYDSTRUP(DAN-AFB),DN,5514N,00916E,40
61110,,BAGO,DN,5518N,00948E,2
61180,EKSB,SONDERBORG AIRPORT,DN,5458N,00948E,23
61190,,KEGNAES,DN,5451N,00959E,14
61200,EKOD,ODENSE/BELDRINGE,DN,5528N,01020E,17
61240,EKST,SYDFYNS/TASINGE ISL,DN,5501N,01034E,6
61310,,VESBORG,DN,5546N,01033E,5
61400,,NAKSKOV AIRPORT,DN,5449N,01108E,-1
61420,,ALBUEN,DN,5450N,01058E,6
61430,EKMB,MARIBO ARPT (AUT),DN,5442N,01127E,5
61500,EKAV,AVNO (DAN-AFB),DN,5505N,01147E,4
61510,,OMO ISLAND,DN,5510N,01108E,2
61530,,TYVELSE,DN,5523N,01141E,38
61560,,HOLBAEK,DN,5543N,01143E,12
61590,,ROSNAES (CAPE),DN,5545N,01052E,11
61600,EKVL,VAERLOSE (DAN-AFB),DN,5546N,01219E,31
61610,,SPODSBJERG,DN,5559N,01152E,5
61640,,HESSELO ISL (AUT),DN,5612N,01143E,8
61680,,NAKKEHOVED (AUT),DN,5607N,01221E,35
61690,,GNIBEN POINT (AUT),DN,5600N,01117E,4
61700,EKRK,COPENHAGEN/ROSKILDE,DN,5535N,01208E,44
61730,,STEVNS,DN,5517N,01227E,40
61790,,MOEN,DN,5457N,01233E,15
61800,EKCH,COPENHAGEN/KASTRUP,DN,5538N,01240E,5
61810,,COPENHAGEN/JAEGERS,DN,5546N,01232E,40
61830,,DROGDEN (LGT-H),DN,5532N,01243E,2
61860,,COPENHAGEN/LANDBOHO,DN,5541N,01233E,9
61900,EKRN,RONNE,DN,5504N,01445E,16
61910,,CHRISTIANSO (LGT-H),DN,5519N,01511E,15
61930,,HAMMERODDE,DN,5518N,01447E,11
62000,EHYB,YPENBURG RNLAFB,NL,5202N,00421E,1
62100,EHVB,VALKENBURG (NAVY),NL,5211N,00425E,2
62203,EHTX,TEXEL ISLAND      &,NL,5305N,00445E,3
62250,,IJMUIDEN,NL,5228N,00435E,19
62350,EHKD,DE KOOY (NAVY)    &,NL,5255N,00447E,14
62390,,F3,NL,5451N,00444E,49
62400,EHAM,AMSTERDAM/SCHIPHOL,NL,5218N,00446E,-2
62420,EHVL,VLIELAND ISLAND,NL,5315N,00455E,5
62440,,HOORAN AWS,NL,5239N,00503E,-1
62500,,TERSCHELLING(LGT-H),NL,5322N,00513E,27
62600,EHDB,DE BILT,NL,5206N,00511E,4
62650,EHSB,SOESTERBERG RNLAFB,NL,5208N,00516E,13
62670,,STAVOREN AWS,NL,5253N,00521E,3
62680,,HOUTRIB,NL,5232N,00526E,2
62690,,LELYSTAD AWS,NL,5227N,00523E,-3
62700,EHLW,LEEUWARDEN RNLAFB,NL,5313N,00545E,2
62730,,MARKESSE AWS,NL,5242N,00553E,-3
62750,EHDL,DEELEN RNLAFB,NL,5204N,00553E,52
62770,,LAUWERSOOG AWS,NL,5342N,00612E,0
62780,,HEINO AWS,NL,5226N,00616E,5
62790,,HOOGEVEEN AWS,NL,5244N,00631E,14
62800,EHGG,GRONINGEN/EELDE,NL,5308N,00635E,4
62830,,HUPSEL AWS,NL,5204N,00639E,29
62860,,NIEUW BEERTA AWS,NL,5312N,00709E,0
62900,EHTW,TWENTE RNLAFB,NL,5216N,00654E,36
63100,,VLISSINGEN,NL,5127N,00336E,10
63190,,WESTDORPE AWS,NL,5132N,00354E,2
63230,,WILHELMINADORP AWS,NL,5132N,00355E,1
63300,,HOEK VAN HOLLAND,NL,5159N,00406E,13
63400,EHWO,WOENSDRECHT RNLAFB&,NL,5127N,00420E,17
63430,,ROTTERDAM AWS,NL,5153N,00419E,4
63440,EHRD,ROTTERDAM AIRPORT,NL,5157N,00427E,-4
63500,EHGR,GILZE-RIJEN RNLAFB,NL,5134N,00456E,13
63560,,HERWIJNEN AWS,NL,5152N,00509E,1
63700,EHEH,EINDHOVEN RNLAFB,NL,5127N,00525E,22
63750,EHVK,VOLKEL RNLAFB,NL,5139N,00542E,21
63790,,OOST MAARLAND AWS,NL,5048N,00543E,49
63800,EHBK,ZUID-LIMBURG/BEEK,NL,5055N,00547E,116
63910,,ARCEN AWS,NL,5130N,00612E,19
64000,EBFN,KOKSIJDE (BEL-AFB),BX,5105N,00239E,9
64040,,WEST-HINDER (LV),BX,5124N,00226E,7
64070,EBOS,OOSTENDE AIRPORT,BX,5112N,00252E,5
64080,,OOSTENDE (PIER),BX,5114N,00255E,15
64160,,WEVELGEM,BX,5049N,00312E,25
64280,EBMT,MUNTE (MIL),BX,5056N,00344E,60
64310,EBGT,GENT/INDUSTRY ZONE,BX,5111N,00349E,13
64320,EBCV,CHIEVRES AB,BX,5034N,00350E,63
64470,,UCCLE/UKKLE,BX,5048N,00421E,104
64480,EBMB,MELSBROEK (BEL-AFB),BX,5054N,00430E,55
64490,EBCI,CHARLEROI/GOSSELIES,BX,5028N,00427E,192
64500,EBAW,ANTWERP/DEURNE,BX,5112N,00428E,14
